30,1
30,668
30,786
30,821
30,941
30,1750
30,2037
30,2284
30,2444
30,2583
30,3121
30,3267
30,3652
30,3832
30,3893
30,4145
30,4365
30,4551
30,4886
30,4909
30,5173
30,5829
30,6366
30,6616
30,6697
30,6833
30,7044
30,7748
30,8064
30,8299
30,8532
30,8658
30,8805
30,9975
30,10258
30,10609
30,11389
30,11430
30,11529
30,11607
30,11684
30,11923
30,12106
30,12827
30,13168
30,13351
30,13451
30,13533
30,13638
30,14305
30,14373
30,14687
30,15113
30,15565
30,15580
30,15782
30,15840
30,15950
30,16051
30,16155
30,16264
30,16610
30,16696
30,16861
30,16918
30,17078
30,17101
30,17417
30,17470
30,17570
30,17980
30,18321
30,18569
30,19066
30,19423
30,19637
30,20209
30,20271
30,21235
30,22001
30,22138
30,22207
30,22336
30,22387
30,22540
30,22651
30,23016
30,23129
30,23316
30,23342
30,23370
30,23472
30,23644
30,24396
30,24404
30,24487
30,24724
30,24782
30,24787
30,25187
30,25273
30,25382
30,25443
30,25739
30,25808
30,26205
30,26398
30,26796
30,27006
30,27246
30,27330
30,27822
30,28078
30,28454
30,28563
30,28843
30,29103
30,29128
30,29356
30,30279
30,30490
30,30767
30,30947
30,31242
30,31310
30,31397
30,31493
30,31909
30,32054
30,32414
30,32424
30,32469
30,32764
30,32895
30,33179
30,33482
30,33501
30,34098
30,34159
30,34579
30,34696
30,34716
30,34735
30,34804
30,34957
30,35033
30,35137
30,35182
30,35231
30,35427
30,35841
30,35890
30,36205
30,36238
30,36505
30,36513
30,36831
30,37022
30,37051
30,37458
30,37465
30,37468
30,38199
30,38302
30,38305
30,38903
30,39005
30,39062
30,39179
30,39453
30,39485
30,39586
30,39772
30,39798
30,39824
30,39977
30,40210
30,40684
30,40755
30,40929
30,41328
30,41668
30,42166
30,42454
30,43235
30,43575
30,44702
30,45705
30,45728
30,45965
30,46086
30,46428
30,46438
30,46481
30,46485
30,46767
30,46976
30,47276
30,47740
30,47758
30,47780
30,47921
30,48708
30,48972
30,49536
30,49552
30,49652
30,49818
30,49923
30,50008
30,50043
30,50190
30,50219
30,50266
30,50677
30,50912
30,51816
30,51933
30,52175
30,52475
30,53023
30,53697
30,53867
30,53950
30,54056
30,54087
30,54498
30,54654
30,54702
30,55270
30,55696
30,56097
30,56189
30,56909
30,57266
30,57314
30,57635
30,57653
30,57709
30,57938
30,58085
30,58494
30,58754
30,58805
30,58830
30,59710
30,59744
30,60264
30,60390
30,60445
30,61044
30,61067
30,61720
30,61781
30,61972
30,62039
30,62128
30,62187
30,62788
30,62846
30,62911
30,63461
30,63639
30,63955
30,63990
30,64124
30,64695
30,64720
30,65251
30,65705
30,66646
